stateFIPS,countyFIPS,stateAbbreviation,name,allAgesPovertyCount,allAgesPovertyPercent,childrenPovertyCount,childrenPovertyPercent,"Poverty Estimate, Age 5-17 in Families","Poverty Percent, Age 5-17 in Families",medianHouseholdIncome
18,129,IN,Posey County,2442,9.7,736,12.9,486,11.5,58298
18,131,IN,Pulaski County,1799,14.2,603,21.1,414,19.3,47455
18,133,IN,Putnam County,4373,13.6,1262,17.6,870,16.3,53910
18,135,IN,Randolph County,4460,18,1566,27.1,1097,25.6,41315
18,137,IN,Ripley County,2983,10.6,1049,15.4,741,14.5,51553
18,139,IN,Rush County,2278,13.9,754,20.4,555,19.6,48970
18,141,IN,St. Joseph County,42922,16.7,15370,24.5,10781,23.8,46881
18,143,IN,Scott County,3637,15.6,1252,24,856,22.4,43104
18,145,IN,Shelby County,5205,11.9,1712,17.2,1149,15.6,54639
18,147,IN,Spencer County,1931,9.4,550,12,371,10.9,56451
18,149,IN,Starke County,3388,14.8,1179,23,805,20.8,48106
18,151,IN,Steuben County,3316,10.1,1119,16,751,14.6,53191
18,153,IN,Sullivan County,3057,16.4,853,20.9,551,18.4,44939
18,155,IN,Switzerland County,1651,15.9,736,28.3,503,26,46344
18,157,IN,Tippecanoe County,32336,18.9,6714,17.8,4202,15.8,50170
18,159,IN,Tipton County,1313,8.7,408,12.9,274,11,56292
18,161,IN,Union County,882,12.4,314,20.3,219,17.8,45050
18,163,IN,Vanderburgh County,30123,17.2,9669,24.8,6331,22.9,43823
18,165,IN,Vermillion County,1980,12.9,634,18.5,435,17.2,44376
18,167,IN,Vigo County,20027,20.4,5421,25.2,3599,23.6,39635
18,169,IN,Wabash County,3625,12,1187,18.1,800,16.5,48223
18,171,IN,Warren County,831,10.2,287,16.3,195,14.7,57768
18,173,IN,Warrick County,4546,7.5,1457,9.8,1000,8.7,66461
18,175,IN,Washington County,3955,14.4,1444,22.9,991,21.3,43498
18,177,IN,Wayne County,11556,18,4138,28.4,2775,26.3,41849
18,179,IN,Wells County,2594,9.5,913,13.8,623,12.9,55987
18,181,IN,White County,2610,10.9,995,17.9,688,16.9,50370
18,183,IN,Whitley County,2598,7.9,852,11.3,580,10.3,56142
19,0,IA,Iowa,366453,12.1,106192,14.9,71253,13.7,54843
19,1,IA,Adair County,839,11.9,249,16.5,165,14,51531
19,3,IA,Adams County,468,12.5,162,20.2,112,20.3,48162
19,5,IA,Allamakee County,1465,10.8,520,17,355,16.1,47756
19,7,IA,Appanoose County,2037,16.5,682,25.2,473,24,41018
19,9,IA,Audubon County,578,10.3,177,15.3,121,13.8,50948
19,11,IA,Benton County,2102,8.3,624,10.3,419,9.2,65127
19,13,IA,Black Hawk County,18161,14.2,4759,16.8,3192,16,50335
19,15,IA,Boone County,2298,8.8,638,11.4,436,10.4,58010
19,17,IA,Bremer County,1791,7.8,375,7.1,252,6.3,65295
19,19,IA,Buchanan County,2135,10.3,787,14.4,526,13.2,55848
19,21,IA,Buena Vista County,2645,13.7,953,19.1,629,18.3,51991
19,23,IA,Butler County,1340,9.2,402,11.8,262,10.4,54947
19,25,IA,Calhoun County,1138,12.5,332,16.5,235,16,49206
19,27,IA,Carroll County,1739,8.7,511,10.5,340,9.7,58575
19,29,IA,Cass County,1823,13.9,588,19.7,396,17.5,45915
19,31,IA,Cedar County,1317,7.3,397,9.7,270,8.6,60120
19,33,IA,Cerro Gordo County,5155,12.3,1273,14.7,847,13.5,50208
19,35,IA,Cherokee County,1149,10.3,334,14.2,225,13.4,52879
19,37,IA,Chickasaw County,1015,8.5,384,13.6,261,12.4,57559
19,39,IA,Clarke County,1074,11.8,406,18.2,277,17.2,49424
19,41,IA,Clay County,1878,11.6,585,15.7,382,13.9,52584
19,43,IA,Clayton County,1951,11.2,633,16.6,429,15.2,48598
19,45,IA,Clinton County,6263,13.4,1953,18.2,1258,16,52945
19,47,IA,Crawford County,2539,15.1,787,18.4,497,16.4,51834
19,49,IA,Dallas County,4202,5.3,1361,6,903,5.6,81381
19,51,IA,Davis County,1098,12.7,521,21,370,20.7,49851
19,53,IA,Decatur County,1618,21.7,470,27.1,318,24.3,39424
19,55,IA,Delaware County,1743,10.2,524,12.9,361,11.9,59260
19,57,IA,Des Moines County,5784,14.7,2023,22.6,1350,20.5,50125
19,59,IA,Dickinson County,1459,8.6,346,10.7,224,9.4,56869
19,61,IA,Dubuque County,11226,12,3059,13.9,1981,12.3,57862
19,63,IA,Emmet County,1285,13.8,377,19,246,17,46092
19,65,IA,Fayette County,2497,12.9,750,18.1,508,16.8,47615
19,67,IA,Floyd County,2271,14.5,654,18.1,446,16.7,49111
19,69,IA,Franklin County,1203,11.9,402,17.3,279,16.1,52975
19,71,IA,Fremont County,819,12.1,253,17,173,15.6,55421
19,73,IA,Greene County,986,11.1,335,16.5,227,14.9,51002
19,75,IA,Grundy County,771,6.3,248,8.6,173,8.1,62423
19,77,IA,Guthrie County,1099,10.4,321,13.6,224,12.6,54719
19,79,IA,Hamilton County,1647,11,537,15.6,376,14.8,54042
19,81,IA,Hancock County,1000,9.2,300,12.2,206,11,56746
19,83,IA,Hardin County,1584,9.6,563,16.5,378,14.9,50947
19,85,IA,Harrison County,1385,9.9,420,13.2,278,11.7,57244
19,87,IA,Henry County,2229,12,718,16.4,467,14.5,50241
19,89,IA,Howard County,1010,11,362,15.7,245,14.6,50602
19,91,IA,Humboldt County,1011,10.8,305,14.5,206,12.9,52702
19,93,IA,Ida County,728,10.6,213,13.1,146,12.6,53804
19,95,IA,Iowa County,1113,6.9,308,8.2,210,7.5,63185
19,97,IA,Jackson County,2481,12.9,736,17.6,513,16.3,49956
19,99,IA,Jasper County,3266,9.3,1048,12.9,720,11.8,53765
19,101,IA,Jefferson County,2442,15.3,565,20,376,18.4,43495
19,103,IA,Johnson County,24908,18.3,3661,12.7,2337,11.6,57706
19,105,IA,Jones County,2120,11.1,625,14.3,420,12.8,55789
19,107,IA,Keokuk County,1211,12.1,420,18.1,287,17.1,50054
19,109,IA,Kossuth County,1722,11.6,491,15.1,322,13.3,52433
19,111,IA,Lee County,5358,15.9,1698,22.9,1163,22.1,45428
19,113,IA,Linn County,23524,11,6243,12.2,4172,11.2,58142
19,115,IA,Louisa County,1188,10.8,407,15.8,279,14.3,53197
19,117,IA,Lucas County,1259,14.7,471,24.1,329,22.3,46933
19,119,IA,Lyon County,859,7.4,298,9.1,204,8.4,64057
19,121,IA,Madison County,1270,8.2,408,10.3,273,8.8,65294
19,123,IA,Mahaska County,3115,14.4,872,16.7,608,15.8,50335
19,125,IA,Marion County,2940,9.2,843,10.6,565,9.5,57411
19,127,IA,Marshall County,4424,11.3,1735,17.3,1205,16.8,53980
19,129,IA,Mills County,1470,10.3,468,13.5,307,11.5,62507
19,131,IA,Mitchell County,987,9.3,377,14.7,257,13.3,61352
19,133,IA,Monona County,1155,13.2,333,18,230,16.4,43991
19,135,IA,Monroe County,943,12.1,296,16,203,14.6,48181
19,137,IA,Montgomery County,1339,13.4,437,19.6,301,18.7,43210
19,139,IA,Muscatine County,4871,11.5,1724,16.2,1216,15.6,53401
19,141,IA,O'Brien County,1258,9.2,394,12.3,267,11.2,53907
19,143,IA,Osceola County,577,9.6,209,14.7,149,14.2,54415
19,145,IA,Page County,2211,15.7,695,24,450,21.9,46870
19,147,IA,Palo Alto County,1013,11.6,314,15.6,212,14.5,48992
19,149,IA,Plymouth County,2034,8.3,615,10.2,434,9.5,61929
19,151,IA,Pocahontas County,898,13.1,325,20.8,227,19.8,47872
19,153,IA,Polk County,54557,11.9,17082,14.7,11337,13.8,60436
19,155,IA,Pottawattamie County,12293,13.5,4062,18.7,2751,17.5,52927
19,157,IA,Poweshiek County,1840,10.9,454,12.6,308,11.5,52861
19,159,IA,Ringgold County,685,14.1,291,24.9,196,22.2,45870
19,161,IA,Sac County,1064,10.9,320,14.3,214,12.9,52506
19,163,IA,Scott County,20823,12.4,6741,16.7,4618,15.9,58160
19,165,IA,Shelby County,1069,9.2,293,11.3,201,10.2,54614
19,167,IA,Sioux County,2463,7.6,744,8,488,7.3,62875
19,169,IA,Story County,15717,18.6,1519,9.5,955,8.4,51706
19,171,IA,Tama County,1904,11.2,670,16.5,442,14.7,59226
19,173,IA,Taylor County,900,14.7,293,20.3,202,19.4,46466
19,175,IA,Union County,1727,14.3,548,19.6,376,18.4,45010
19,177,IA,Van Buren County,1154,15.8,415,24.7,278,23,43653
19,179,IA,Wapello County,5472,16,1702,22.1,1134,20.2,44738
19,181,IA,Warren County,3641,7.8,1071,8.9,665,7.3,67728
19,183,IA,Washington County,2378,10.9,819,14.9,545,13.8,55283
19,185,IA,Wayne County,1030,16.4,401,26.2,280,25.5,44381
19,187,IA,Webster County,5020,14.6,1532,19.6,1047,18.6,44922
19,189,IA,Winnebago County,1103,10.8,347,15,242,14.1,48408
19,191,IA,Winneshiek County,1751,9.5,367,9.5,249,8.3,59096
19,193,IA,Woodbury County,13957,14,5172,19.6,3512,18.6,50774
19,195,IA,Worth County,809,10.9,235,15.1,163,13.9,50761
19,197,IA,Wright County,1587,12.6,530,18.2,370,17.2,49882
20,0,KS,Kansas,366069,12.9,119994,16.9,78192,15.3,53802
20,1,KS,Allen County,2318,18.9,736,26,487,23.4,41604
20,3,KS,Anderson County,1076,14,382,19.9,259,18.2,47267
20,5,KS,Atchison County,2525,16.6,807,21.5,546,19.9,46110
20,7,KS,Barber County,528,11.1,187,17.3,124,16.4,54176
20,9,KS,Barton County,3804,14.4,1298,20.1,854,18.4,50558
20,11,KS,Bourbon County,2588,18.2,978,26.5,641,23.9,39609
20,13,KS,Brown County,1440,14.9,558,23,360,20.9,46884
20,15,KS,Butler County,6841,10.6,2173,12.8,1434,10.9,61473
20,17,KS,Chase County,321,12.7,92,16.5,62,14.5,48911
20,19,KS,Chautauqua County,557,16.8,173,25.6,117,23.9,42324
20,21,KS,Cherokee County,3648,18,1346,27.8,932,25.3,39842
20,23,KS,Cheyenne County,321,12.3,106,19.2,70,17,44111
20,25,KS,Clark County,243,12,81,15.6,53,13.8,50392
20,27,KS,Clay County,910,11.1,329,16.9,216,15.7,51351
20,29,KS,Cloud County,1118,12.8,365,18.1,233,16,42730
20,31,KS,Coffey County,813,9.9,226,12.4,152,11,57160
20,33,KS,Comanche County,201,11.4,66,15.1,40,13.6,43809
20,35,KS,Cowley County,5159,15.3,1772,21.4,1133,18.9,47851
20,37,KS,Crawford County,7129,19.1,2038,24.5,1307,22,38139
20,39,KS,Decatur County,349,12.3,114,19.6,77,18.6,43919
20,41,KS,Dickinson County,2302,12.2,736,16.1,510,15.2,47570
20,43,KS,Doniphan County,968,13.2,317,19.3,209,17.3,47000
20,45,KS,Douglas County,21273,19.4,2900,13.2,1856,11.7,52447
20,47,KS,Edwards County,311,10.6,96,14,63,12.6,46380
20,49,KS,Elk County,451,17.6,164,30.7,111,27,39147
20,51,KS,Ellis County,3361,12,763,12.2,510,11.7,49192
20,53,KS,Ellsworth County,566,10.6,141,13.1,94,11.8,49986
20,55,KS,Finney County,5332,14.6,2331,20.5,1455,18.3,53245
20,57,KS,Ford County,4471,13.2,1939,18.9,1290,18.6,47915
20,59,KS,Franklin County,2922,11.7,1075,17.3,698,15.2,51484
20,61,KS,Geary County,4307,11.9,2205,20.1,1516,22.5,45590
20,63,KS,Gove County,255,9.9,93,14.9,61,13.6,46580
20,65,KS,Graham County,313,12.2,89,16.9,58,15.3,45018
20,67,KS,Grant County,781,10.2,389,15.8,259,14.2,59218
20,69,KS,Gray County,500,8.3,198,11,123,9.3,64284
20,71,KS,Greeley County,149,11.4,64,18.4,42,17.7,44667
20,73,KS,Greenwood County,967,15.8,317,24.6,207,21.4,41168
20,75,KS,Hamilton County,323,13.1,143,19.8,94,17.7,50056
20,77,KS,Harper County,775,13.7,275,19.6,181,18.9,46869
20,79,KS,Harvey County,3156,9.4,1165,13.5,777,12.3,55470
20,81,KS,Haskell County,450,11.2,189,16,123,13.8,59356
20,83,KS,Hodgeman County,179,9.6,50,12.2,33,11.8,54513
20,85,KS,Jackson County,1482,11.3,468,14.2,313,12.8,51662
20,87,KS,Jefferson County,1693,9.1,605,13.9,405,12.1,59080
20,89,KS,Jewell County,397,13.5,119,21.6,81,19.4,43201
20,91,KS,Johnson County,31474,5.5,9403,6.5,5946,5.6,83007
20,93,KS,Kearny County,444,11.5,193,16.6,127,15.3,59134
20,95,KS,Kingman County,863,11.5,278,16.9,184,15.3,52907
20,97,KS,Kiowa County,305,12.6,97,16.8,63,15.9,46381
20,99,KS,Labette County,3706,18.2,1293,27.3,810,23.8,42323
20,101,KS,Lane County,160,9.6,53,14.8,35,13.6,57388
20,103,KS,Leavenworth County,7817,10.7,2474,13.1,1621,11.8,61465
20,105,KS,Lincoln County,381,12.5,137,19.5,89,17,42277
20,107,KS,Linn County,1318,14,460,21.2,301,17.7,46065
20,109,KS,Logan County,260,9.4,83,13.1,55,11.9,48399
20,111,KS,Lyon County,5587,17.5,1384,18.9,905,17,39562
20,113,KS,McPherson County,2120,7.6,653,10,412,8.5,61356
20,115,KS,Marion County,1234,10.9,362,14.4,243,12.7,51196
20,117,KS,Marshall County,1047,10.7,321,14.1,219,13.2,49270
20,119,KS,Meade County,400,9.5,143,12.3,91,10.2,56325
20,121,KS,Miami County,2819,8.8,913,11.4,613,9.9,62375
20,123,KS,Mitchell County,634,10.5,201,14.8,137,14,48310
20,125,KS,Montgomery County,6364,19.9,2133,27.6,1353,24.5,43289
20,127,KS,Morris County,603,10.8,196,16.9,137,16.1,49720
20,129,KS,Morton County,299,10.3,118,15.3,77,13.4,53443
20,131,KS,Nemaha County,873,8.8,266,10,178,9.4,54486
20,133,KS,Neosho County,2995,18.9,1111,28.1,702,25.2,40744
20,135,KS,Ness County,275,9.4,89,13.6,59,12,53456
20,137,KS,Norton County,602,12.7,160,15.2,106,13.9,45096
20,139,KS,Osage County,1975,12.7,619,17.1,402,14.6,48364
20,141,KS,Osborne County,466,13.1,148,20.1,99,19.8,43518
20,143,KS,Ottawa County,587,10,192,13.8,121,11.6,50302
20,145,KS,Pawnee County,840,14.5,193,17.4,117,14.8,47359
20,147,KS,Phillips County,593,11.1,210,17,143,16.2,46984
20,149,KS,Pottawatomie County,1862,8.1,714,10.6,469,9.7,60601
20,151,KS,Pratt County,1004,10.8,359,15.6,236,14.4,52634
20,153,KS,Rawlins County,287,11.7,92,19.1,61,16.7,47448
20,155,KS,Reno County,7935,13.1,2595,17.9,1756,16.4,47178
20,157,KS,Republic County,519,11.2,162,17.3,111,16.3,44593
20,159,KS,Rice County,1283,13.8,423,18.1,254,15.5,52400
20,161,KS,Riley County,15560,23.4,1999,15.5,1240,15.5,46690
20,163,KS,Rooks County,596,11.7,183,15.5,124,14.4,45309
20,165,KS,Rush County,351,11.5,104,17.1,71,15.1,43895
20,167,KS,Russell County,917,13.2,323,20.7,213,19.7,42625
20,169,KS,Saline County,7743,14.3,2855,21.7,1980,21.4,47052
20,171,KS,Scott County,371,7.7,151,12,104,11,56267
20,173,KS,Sedgwick County,76898,15.2,27528,20.7,18024,18.9,50995
20,175,KS,Seward County,3409,15,1308,18.2,843,17,45807
20,177,KS,Shawnee County,24840,14.2,8447,19.9,5257,17.2,51316
20,179,KS,Sheridan County,269,10.9,102,17.3,66,14.4,51221
20,181,KS,Sherman County,969,16.5,342,24.4,229,23.4,42491
20,183,KS,Smith County,445,12.2,116,16.5,78,14.9,43872
20,185,KS,Stafford County,531,12.8,208,20.8,142,18.4,47129
20,187,KS,Stanton County,220,10.9,97,16.6,62,15.3,55341
20,189,KS,Stevens County,647,11.3,277,15.5,170,13,59735
20,191,KS,Sumner County,2701,11.7,1016,17.6,664,15.6,51451
20,193,KS,Thomas County,823,10.9,215,12,139,11.1,50574
20,195,KS,Trego County,298,10.4,77,14.6,53,14.5,48576
20,197,KS,Wabaunsee County,570,8.3,214,12.5,138,11.5,57339
20,199,KS,Wallace County,186,12.4,60,15.9,40,14.4,48426
20,201,KS,Washington County,587,10.7,164,13.2,106,11.8,46153
20,203,KS,Wichita County,233,10.9,95,16.5,61,14.9,52917
20,205,KS,Wilson County,1360,15.6,497,24,344,22,41461
20,207,KS,Woodson County,598,19.5,188,29.6,121,24.9,37394
20,209,KS,Wyandotte County,35442,21.9,14546,32.1,9525,29.9,41746
21,0,KY,Kentucky,786345,18.3,250180,25.3,169618,23.8,45178
21,1,KY,Adair County,4826,27.2,1557,41,1042,37.5,32007
21,3,KY,Allen County,4033,19.8,1472,30.2,971,27.1,42287
21,5,KY,Anderson County,2317,10.7,864,16.8,553,14.4,55523
21,7,KY,Ballard County,1216,15.1,434,24.5,295,21.6,44352
21,9,KY,Barren County,8248,19.3,2859,28.7,1940,26.5,40017
21,11,KY,Bath County,3002,24.9,1124,37.8,774,35,35143
21,13,KY,Bell County,11772,44.7,3239,56.8,2277,57.3,23968
21,15,KY,Boone County,10304,8.2,3599,10.5,2325,9.2,68804
21,17,KY,Bourbon County,2932,14.8,1089,24.4,759,23,46370
21,19,KY,Boyd County,9440,20.5,2900,29.4,1923,27,43406
21,21,KY,Boyle County,4547,17.2,1453,24.9,996,23.4,40459
21,23,KY,Bracken County,1290,15.7,476,24.7,331,23.3,44846
21,25,KY,Breathitt County,4343,32.9,1158,42.9,798,43.2,28196
21,27,KY,Breckinridge County,3729,19,1154,25.6,827,24.6,42347
21,29,KY,Bullitt County,7504,9.6,2549,14.5,1785,13.3,54755
21,31,KY,Butler County,2738,21.6,903,31.3,595,28.9,39545
21,33,KY,Caldwell County,2341,18.8,813,29.4,584,29.2,39355
21,35,KY,Calloway County,7371,21.1,1605,24.1,1070,22.4,40585
21,37,KY,Campbell County,12805,14.4,3490,17.8,2369,16.7,51694
21,39,KY,Carlisle County,710,14.8,265,25.2,181,23.6,43144
21,41,KY,Carroll County,1828,17.6,744,28.7,500,27.5,46499
21,43,KY,Carter County,5203,19.7,1755,29.4,1206,28.3,37204
21,45,KY,Casey County,3832,25.1,1322,38.2,920,37.1,33576
21,47,KY,Christian County,13750,20.3,5661,28.9,3878,30.7,39840
21,49,KY,Clark County,5432,15.4,1892,23.9,1297,22.1,54812
21,51,KY,Clay County,8857,46.8,2242,53,1602,55.1,24001
21,53,KY,Clinton County,2640,26.4,896,39.6,611,37,29178
21,55,KY,Crittenden County,1717,19.2,645,31.3,441,28.1,40202
21,57,KY,Cumberland County,1648,24.8,521,36.2,357,34.3,30989
21,59,KY,Daviess County,14405,14.9,4898,20.9,3204,18.9,48724
21,61,KY,Edmonson County,2376,20,636,28.6,445,26.8,38673
21,63,KY,Elliott County,2267,34.4,550,40.3,382,36,30299
21,65,KY,Estill County,4009,28.2,1192,38.8,806,35.3,32541
21,67,KY,Fayette County,57637,19.1,14727,22.6,9375,20.7,51963
21,69,KY,Fleming County,2915,20,1124,31.8,763,30.1,47030
21,71,KY,Floyd County,11002,29.5,3541,43.1,2335,41.1,30888
21,73,KY,Franklin County,6685,13.7,2335,22.5,1562,20.9,50471
21,75,KY,Fulton County,1754,30.4,626,47.6,449,48.3,30798
21,77,KY,Gallatin County,1286,15,495,23.8,339,22,47679
21,79,KY,Garrard County,2896,17,911,24.3,614,21.5,45018
21,81,KY,Grant County,3956,16.4,1743,27,1265,26.7,45307
21,83,KY,Graves County,6008,16.3,2420,27.4,1628,25.5,39515
21,85,KY,Grayson County,5794,22.9,1981,32.5,1373,31.1,37057
21,87,KY,Green County,2223,20.5,663,29.1,455,26.5,36226
21,89,KY,Greenup County,5973,16.8,1818,23.5,1322,23,45690
21,91,KY,Hancock County,1189,13.8,428,20,287,18,52929
21,93,KY,Hardin County,15424,15,5546,21.6,3381,18.4,49637
21,95,KY,Harlan County,9660,35.5,2951,47.7,2038,47.5,27425
21,97,KY,Harrison County,2998,16.2,1044,24.4,717,22.9,47040
21,99,KY,Hart County,4000,22,1351,31.1,930,28.7,34764
21,101,KY,Henderson County,7688,17,2561,24.2,1724,22.4,45718
21,103,KY,Henry County,2733,17.7,954,26.5,655,24.5,47802
21,105,KY,Hickman County,771,17.6,263,29.9,177,24.9,40890
21,107,KY,Hopkins County,8269,18.4,2726,26.6,1830,24.2,44750
21,109,KY,Jackson County,4106,31.2,1205,41,817,38.2,30565
21,111,KY,Jefferson County,115246,15.4,37591,22.4,25501,21.4,51230
21,113,KY,Jessamine County,9129,18.3,2981,23.8,2115,23.4,49839
21,115,KY,Johnson County,5853,25.9,1770,34.4,1198,32.6,36051
21,117,KY,Kenton County,20794,12.8,7135,18.2,4756,17,52631
21,119,KY,Knott County,5055,33.8,1472,46.4,983,43.2,30138
21,121,KY,Knox County,9903,32,3301,45.2,2239,42.7,28578
21,123,KY,Larue County,2506,18.1,854,27.7,604,26.5,40202
21,125,KY,Laurel County,13641,23,4549,33.1,3159,31.4,37737
21,127,KY,Lawrence County,3897,25,1232,34.3,812,31.3,36276
21,129,KY,Lee County,2274,34.7,678,50.2,473,47.2,26201
21,131,KY,Leslie County,3518,33.7,899,39.4,615,38,28722
21,133,KY,Letcher County,7580,33.2,2050,41.9,1384,39.3,31079
21,135,KY,Lewis County,3329,24.7,1084,35.6,754,34.4,33867
21,137,KY,Lincoln County,5108,21.2,1777,31.4,1176,28.8,37220
21,139,KY,Livingston County,1404,15.3,467,25,317,23.4,44551
21,141,KY,Logan County,4113,15.5,1544,24.3,1070,23.4,43795
21,143,KY,Lyon County,1196,16.9,272,22.4,187,20.3,48189
21,145,KY,McCracken County,9671,15.2,3404,24.6,2334,23.5,47184
21,147,KY,McCreary County,6604,41.5,1965,51.9,1300,48.6,25655
21,149,KY,McLean County,1621,17.3,575,26,394,24.4,44007
21,151,KY,Madison County,14873,18.2,3651,20.1,2390,18.1,46342
21,153,KY,Magoffin County,4114,32.6,1298,45.1,881,41.6,29921
21,155,KY,Marion County,3869,20.5,1297,27.6,868,24.9,41189
21,157,KY,Marshall County,3693,12.1,1224,19.5,816,17.6,49771
21,159,KY,Martin County,4266,40,1132,45.3,778,42.6,29198
21,161,KY,Mason County,3262,19.5,1152,29.3,792,28,37071
21,163,KY,Meade County,3728,13.5,1316,20.3,890,18.3,51111
21,165,KY,Menifee County,1673,26.8,530,43.5,347,40.1,34299
21,167,KY,Mercer County,3207,15.1,1025,21.9,717,21.2,46346
21,169,KY,Metcalfe County,2232,22.9,874,38.4,606,37.3,32654
21,171,KY,Monroe County,2651,25.3,893,37.8,615,36.2,31603
21,173,KY,Montgomery County,5818,21.5,1917,29.9,1388,30.1,42468
21,175,KY,Morgan County,3577,31.3,1008,40.9,681,37.5,31489
21,177,KY,Muhlenberg County,5718,19.4,1657,26.2,1128,24.2,40272
21,179,KY,Nelson County,5577,12.5,2058,18.8,1362,17.1,51843
21,181,KY,Nicholas County,1505,21.5,562,34.3,394,33.8,37267
21,183,KY,Ohio County,4728,19.9,1594,27.5,1093,25.4,40661
21,185,KY,Oldham County,3688,6.2,1104,6.7,746,5.5,84415
21,187,KY,Owen County,1801,16.9,624,25.4,434,22.4,43686
21,189,KY,Owsley County,1847,42.4,576,61.6,398,60,23341
21,191,KY,Pendleton County,2329,16.4,741,23.5,511,21.4,49345
21,193,KY,Perry County,7675,28.5,2190,37.2,1546,38.8,31740
21,195,KY,Pike County,15082,25,4106,32,2753,30,34315
21,197,KY,Powell County,3120,26,1105,39.3,768,38.6,34510
21,199,KY,Pulaski County,14448,23,4415,31.7,3066,29.6,40702
21,201,KY,Robertson County,467,22.5,151,36.7,103,29.9,40027
21,203,KY,Rockcastle County,3789,22.9,1178,32.4,804,29.6,33293
21,205,KY,Rowan County,5804,27.2,1494,32.4,969,30.2,36597
21,207,KY,Russell County,4275,24.6,1371,35.8,940,34.6,31968
21,209,KY,Scott County,6643,13.1,2378,18.1,1674,17.2,63775
21,211,KY,Shelby County,5091,11.5,1830,17.1,1205,16.1,60189
21,213,KY,Simpson County,2820,16,1124,26.2,784,25,45496
21,215,KY,Spencer County,1595,9,492,11.9,335,10.4,68147
21,217,KY,Taylor County,5546,23,1892,33.8,1393,35.2,35700
21,219,KY,Todd County,2374,19.3,940,28.1,648,26.9,40963
21,221,KY,Trigg County,2129,15.1,798,26.5,553,24.4,45106
21,223,KY,Trimble County,1365,15.7,438,22.3,293,19.8,48392
21,225,KY,Union County,3069,20.7,597,20.7,390,19.1,45239
21,227,KY,Warren County,20992,18,6192,22.9,4321,22.6,45964
21,229,KY,Washington County,1992,17.1,643,23.6,446,22.5,45143
21,231,KY,Wayne County,5617,28,1712,40.3,1165,36.8,29826
21,233,KY,Webster County,2306,18.1,731,24.9,511,24.4,44245
21,235,KY,Whitley County,10019,29.2,3410,38.9,2425,40,31903
21,237,KY,Wolfe County,2184,30.7,830,50.4,573,48,27196
21,239,KY,Woodford County,2945,11.6,957,17,667,15.5,57862
22,0,LA,Louisiana,885846,19.5,309187,28.1,211026,26.7,45829
22,1,LA,Acadia Parish,14559,23.7,5327,32.5,3633,30.4,42033
22,3,LA,Allen Parish,4372,20.4,1402,24.3,972,23.7,42120
22,5,LA,Ascension Parish,12695,10.7,4827,14.8,3325,13.9,74852
22,7,LA,Assumption Parish,3795,16.8,1285,25.2,889,23.3,48516
22,9,LA,Avoyelles Parish,9540,25.3,3374,34.7,2264,32.6,34803
22,11,LA,Beauregard Parish,6824,19.5,2203,24.8,1469,22.7,48206
22,13,LA,Bienville Parish,3415,25.4,1136,37.4,781,34.3,34565
22,15,LA,Bossier Parish,17765,14.5,6297,20.4,4351,19.9,55403
22,17,LA,Caddo Parish,54405,22.2,20973,34.8,13958,33.3,41081
22,19,LA,Calcasieu Parish,34103,17.5,12643,26,9135,25.9,46523
22,21,LA,Caldwell Parish,2153,22.9,738,32.8,532,31.9,38564
22,23,LA,Cameron Parish,865,12.7,273,17.6,191,15.9,56259
22,25,LA,Catahoula Parish,2525,27.2,855,37,588,36,33958
22,27,LA,Claiborne Parish,4121,30.9,1094,37.1,680,32.3,33740
22,29,LA,Concordia Parish,5505,29.5,1999,41.6,1411,39.4,33068
22,31,LA,De Soto Parish,6667,24.9,2521,38.7,1852,38.4,41691
22,33,LA,East Baton Rouge Parish,80662,18.5,26650,26.5,17963,25.1,50389
22,35,LA,East Carroll Parish,2708,43.5,1001,56.1,710,57.8,26325
22,37,LA,East Feliciana Parish,3766,21.8,1032,27.6,719,27.1,43105
22,39,LA,Evangeline Parish,8310,25.7,2759,32.1,1906,30.4,33407
22,41,LA,Franklin Parish,5000,25.4,2084,40.7,1409,37.7,33845
22,43,LA,Grant Parish,4120,21.3,1314,28.1,893,26.2,43437
22,45,LA,Iberia Parish,15214,20.8,6347,32.7,4296,30.6,45039
22,47,LA,Iberville Parish,6538,22.3,2145,30.7,1470,28.9,42000
22,49,LA,Jackson Parish,3125,21.1,1070,30.8,741,28.5,41029
22,51,LA,Jefferson Parish,70484,16.3,25376,27.1,17508,26.2,49503
22,53,LA,Jefferson Davis Parish,6245,20.3,2181,27.2,1551,26.8,43677
22,55,LA,Lafayette Parish,39876,17,11822,20.7,8043,19.9,52411
22,57,LA,Lafourche Parish,13612,14.1,4579,20,3212,19.2,53482
22,59,LA,La Salle Parish,2533,18.5,757,21.8,508,19.7,46258
22,61,LA,Lincoln Parish,10965,25.5,2846,29.8,1955,29.5,38118
22,63,LA,Livingston Parish,18356,13.5,6272,17.6,4475,17.1,58774
22,65,LA,Madison Parish,3743,37.6,1448,52.7,1044,54.7,27225
22,67,LA,Morehouse Parish,7948,31.1,3170,50,2129,47,31777
22,69,LA,Natchitoches Parish,10952,29.6,3295,36.2,2344,36,33786
22,71,LA,Orleans Parish,90849,24,30013,38.2,19785,36,38640
22,73,LA,Ouachita Parish,34836,23,12987,33.1,8704,30.9,38453
22,75,LA,Plaquemines Parish,4027,17.3,1211,19.7,763,17.1,49122
